case,config,part_a,part_b,part_a_name,part_b_name,is_adjacent,mean_bbox_overlap,volume_bbox_overlap,thin_axis_overlap,normalized_center_distance,normalized_center_distance_xy,invalid_overlap_penalty,pair_separation_or_contact_score
0013_01_frame001,multishell_topology_decoder_true,1,2,torso_shoulder,left_arm_endpoint,True,0.8334215461916625,0.8185051064891333,1.0,0.21651797919302207,0.09393144602450447,0.0,0.6524889216176338
0013_01_frame001,multishell_topology_decoder_true,1,3,torso_shoulder,right_arm_endpoint,True,0.9058040210392525,0.8980435029139443,1.0,0.20320212690115316,0.08279593694956242,0.0,0.686365380817294
0013_01_frame001,multishell_topology_decoder_true,1,4,torso_shoulder,left_leg,True,0.9983767951065263,0.9983741531611589,0.995130385319579,0.07644434339127837,0.04609303236936742,0.0,0.8109784612367665
0013_01_frame001,multishell_topology_decoder_true,1,5,torso_shoulder,right_leg,True,0.9860602102423295,0.9858612480686173,1.0,0.051171947767653,0.024471650319692367,0.0,0.894728665079822
0013_01_frame001,multishell_topology_decoder_true,1,6,torso_shoulder,left_foot_endpoint,False,0.9363879915334042,0.9318489345588711,1.0,0.35716130487816977,0.19791269591083566,1.0,0.4960573678863469
0013_01_frame001,multishell_topology_decoder_true,1,7,torso_shoulder,right_foot_endpoint,False,0.7415743754182219,0.6079706153694044,1.0,0.5655866419539582,0.518969653242857,0.8495994429419741,0.785537002713831
0013_01_frame001,multishell_topology_decoder_true,2,3,left_arm_endpoint,right_arm_endpoint,False,0.6192781721893047,0.40929494089151097,1.0,0.4182363443076289,0.17585606518451213,0.3868369772454481,0.5808838115383735
0013_01_frame001,multishell_topology_decoder_true,2,4,left_arm_endpoint,left_leg,False,0.9473921837344953,0.9443530378420097,1.0,0.1724960082215957,0.10026181947332985,1.0,0.2395777891966607
0013_01_frame001,multishell_topology_decoder_true,2,5,left_arm_endpoint,right_leg,False,0.9144291673998731,0.905841632203906,1.0,0.17569770137713772,0.08727669151965876,1.0,0.24402458524602463
0013_01_frame001,multishell_topology_decoder_true,2,6,left_arm_endpoint,left_foot_endpoint,False,1.0,1.0,1.0,0.23783318040270543,0.20050631003734437,1.0,0.3303238616704242
0013_01_frame001,multishell_topology_decoder_true,2,7,left_arm_endpoint,right_foot_endpoint,False,0.6322811827487548,0.41195516868146237,1.0,0.6504903106334223,0.5683536614451813,0.4778460095682908,0.9034587647686422
0013_01_frame001,multishell_topology_decoder_true,3,4,right_arm_endpoint,left_leg,False,0.9160530365399479,0.907816327428175,1.0,0.26494087380460896,0.10608800025821703,1.0,0.3679734358397347
0013_01_frame001,multishell_topology_decoder_true,3,5,right_arm_endpoint,right_leg,False,0.8900201366864984,0.8750603104266617,1.0,0.24863144480788432,0.0987445776449962,1.0,0.3453214511220616
0013_01_frame001,multishell_topology_decoder_true,3,6,right_arm_endpoint,left_foot_endpoint,False,0.8020020431901665,0.7404757894503032,1.0,0.5351538445854933,0.24309012279252895,1.0,0.743269228590963
0013_01_frame001,multishell_topology_decoder_true,3,7,right_arm_endpoint,right_foot_endpoint,False,0.7797207540262131,0.6973794961145969,1.0,0.5738417603227985,0.5024944585958915,1.0,0.7970024448927758
